indexOfdf,Id,ColumnName,Original,Modified,ErrorType,Fixing
2419,71565037,Salary,,nan,Irregularity,Changed to nan
2434,69038940,Salary,,nan,Irregularity,Changed to nan
2472,71565215,Salary,46550 to 47050,47050,Irregularity,Changed to 47050
2511,71566215,Salary,,nan,Irregularity,Changed to nan
2534,69039582,Salary,,nan,Irregularity,Changed to nan
2583,69546218,Salary,,nan,Irregularity,Changed to nan
2589,68361235,Salary,,nan,Irregularity,Changed to nan
2644,68360540,Salary,,nan,Irregularity,Changed to nan
2659,68359766,Salary,,nan,Irregularity,Changed to nan
2661,71760239,Salary,,nan,Irregularity,Changed to nan
2680,69043388,Salary,,nan,Irregularity,Changed to nan
2707,69037630,Salary,,nan,Irregularity,Changed to nan
2711,71760296,Salary,,nan,Irregularity,Changed to nan
2718,71306611,Salary,,nan,Irregularity,Changed to nan
2746,72127963,Salary,,nan,Irregularity,Changed to nan
2768,69042210,Salary,,nan,Irregularity,Changed to nan
2794,68361363,Salary,,nan,Irregularity,Changed to nan
2809,71306326,Salary,,nan,Irregularity,Changed to nan
2852,71307063,Salary,,nan,Irregularity,Changed to nan
2898,69545880,Salary,,nan,Irregularity,Changed to nan
2954,71565368,Salary,,nan,Irregularity,Changed to nan
2962,69544768,Salary,,nan,Irregularity,Changed to nan
2990,69036850,Salary,,nan,Irregularity,Changed to nan
3002,69545734,Salary,,nan,Irregularity,Changed to nan
3016,71565776,Salary,40000/year,40000,Irregularity,Changed to 40000
3021,71565300,Salary,,nan,Irregularity,Changed to nan
3024,71565766,Salary,,nan,Irregularity,Changed to nan
3067,68359960,Salary,,nan,Irregularity,Changed to nan
3082,72127702,Salary,,nan,Irregularity,Changed to nan
3153,69038381,Salary,,nan,Irregularity,Changed to nan
3155,69041077,Salary,,nan,Irregularity,Changed to nan
3157,68361471,Salary,,nan,Irregularity,Changed to nan
3179,71565985,Salary,,nan,Irregularity,Changed to nan
3203,67656713,Salary,,nan,Irregularity,Changed to nan
3222,68360221,Salary,,nan,Irregularity,Changed to nan
3229,71305418,Salary,29750 to 30250,30250,Irregularity,Changed to 30250
3245,70782120,Salary,,nan,Irregularity,Changed to nan
3246,70782363,Salary,,nan,Irregularity,Changed to nan
3265,71760871,Salary,,nan,Irregularity,Changed to nan
3281,71760527,Salary,,nan,Irregularity,Changed to nan
3303,72128501,Salary,,nan,Irregularity,Changed to nan
3311,72127459,Salary,,nan,Irregularity,Changed to nan
3325,69546457,Salary,,nan,Irregularity,Changed to nan
3327,69039652,Salary,52500 per Annum,52500,Irregularity,Changed to 52500
3332,72127844,Salary,45000/year,45000,Irregularity,Changed to 45000
3345,68360304,Salary,,nan,Irregularity,Changed to nan
3390,72346288,Salary,,nan,Irregularity,Changed to nan
3408,69041117,Salary,34k,34000,Irregularity,Changed to 34000
3409,72128045,Salary,,nan,Irregularity,Changed to nan
3420,69043010,Salary,,nan,Irregularity,Changed to nan
3436,69940494,Salary,,nan,Irregularity,Changed to nan
3439,69037265,Salary,,nan,Irregularity,Changed to nan
3442,71565908,Salary,,nan,Irregularity,Changed to nan
3479,70782885,Salary,,nan,Irregularity,Changed to nan
3495,69043501,Salary,,nan,Irregularity,Changed to nan
3506,71566158,Salary,52500 per Annum,52500,Irregularity,Changed to 52500
3517,71760215,Salary,,nan,Irregularity,Changed to nan
3519,72127146,Salary,,nan,Irregularity,Changed to nan
3528,71565031,Salary,,nan,Irregularity,Changed to nan
3566,68360395,Salary,,nan,Irregularity,Changed to nan
3591,70781877,Salary,,nan,Irregularity,Changed to nan
3597,70781915,Salary,,nan,Irregularity,Changed to nan
3638,72127376,Salary,,nan,Irregularity,Changed to nan
3644,68360919,Salary,,nan,Irregularity,Changed to nan
3656,71563379,Salary,,nan,Irregularity,Changed to nan
3705,69545564,Salary,,nan,Irregularity,Changed to nan
3721,69039398,Salary,47500/year,47500,Irregularity,Changed to 47500
3724,69546285,Salary,,nan,Irregularity,Changed to nan
3732,72128595,Salary,33750 ~  34250,34250,Irregularity,Changed to 34250
3746,68360872,Salary,,nan,Irregularity,Changed to nan
3769,72346390,Salary,,nan,Irregularity,Changed to nan
3779,71566372,Salary,,nan,Irregularity,Changed to nan
3819,72127908,Salary,,nan,Irregularity,Changed to nan
3825,70782091,Salary,,nan,Irregularity,Changed to nan
3830,70783494,Salary,,nan,Irregularity,Changed to nan
3834,69037963,Salary,,nan,Irregularity,Changed to nan
3839,69546277,Salary,,nan,Irregularity,Changed to nan
3866,71306799,Salary,,nan,Irregularity,Changed to nan
3868,72127671,Salary,,nan,Irregularity,Changed to nan
3873,72127626,Salary,,nan,Irregularity,Changed to nan
3880,70781135,Salary,36000 per Annum,36000,Irregularity,Changed to 36000
3902,69042501,Salary,,nan,Irregularity,Changed to nan
3916,68360253,Salary,,nan,Irregularity,Changed to nan
3948,67304934,Salary,,nan,Irregularity,Changed to nan
3955,72127196,Salary,,nan,Irregularity,Changed to nan
3959,71760773,Salary,,nan,Irregularity,Changed to nan
3964,71564941,Salary,,nan,Irregularity,Changed to nan
3966,69038930,Salary,44750 to 45250,45250,Irregularity,Changed to 45250
4021,69042634,Salary,,nan,Irregularity,Changed to nan
4029,69041672,Salary,,nan,Irregularity,Changed to nan
4048,71759958,Salary,,nan,Irregularity,Changed to nan
4138,70783118,Salary,,nan,Irregularity,Changed to nan
4149,72128822,Salary,,nan,Irregularity,Changed to nan
4157,69038476,Salary,,nan,Irregularity,Changed to nan
4244,71566541,Salary,,nan,Irregularity,Changed to nan
4258,70412499,Salary,,nan,Irregularity,Changed to nan
4261,69043305,Salary,,nan,Irregularity,Changed to nan
4272,71761071,Salary,,nan,Irregularity,Changed to nan
4292,71306276,Salary,,nan,Irregularity,Changed to nan
4306,72128015,Salary,,nan,Irregularity,Changed to nan
4318,66609559,Salary,,nan,Irregularity,Changed to nan
4336,71307192,Salary,,nan,Irregularity,Changed to nan
4385,72128799,Salary,,nan,Irregularity,Changed to nan
4406,72127964,Salary,34750 to 35250,35250,Irregularity,Changed to 35250
4427,71760100,Salary,49750 -  50250,50250,Irregularity,Changed to 50250
4443,71565543,Salary,,nan,Irregularity,Changed to nan
4447,69546608,Salary,,nan,Irregularity,Changed to nan
4457,68358954,Salary,,nan,Irregularity,Changed to nan
4460,69042776,Salary,,nan,Irregularity,Changed to nan
4468,71306645,Salary,,nan,Irregularity,Changed to nan
4528,72128112,Salary,,nan,Irregularity,Changed to nan
4538,69546469,Salary,,nan,Irregularity,Changed to nan
4554,70172817,Salary,39750 to 40250,40250,Irregularity,Changed to 40250
4565,72127852,Salary,,nan,Irregularity,Changed to nan
4578,71760078,Salary,,nan,Irregularity,Changed to nan
4580,69546531,Salary,32750 -  33250,33250,Irregularity,Changed to 33250
4582,69043276,Salary,,nan,Irregularity,Changed to nan
4601,69544509,Salary,,nan,Irregularity,Changed to nan
4618,71305363,Salary,44750 to 45250,45250,Irregularity,Changed to 45250
4619,68360627,Salary,,nan,Irregularity,Changed to nan
4626,72127951,Salary,47500 per Annum,47500,Irregularity,Changed to 47500
4659,71305485,Salary,,nan,Irregularity,Changed to nan
4663,69546580,Salary,,nan,Irregularity,Changed to nan
4698,69546654,Salary,,nan,Irregularity,Changed to nan
4723,69041946,Salary,,nan,Irregularity,Changed to nan
4738,70781334,Salary,,nan,Irregularity,Changed to nan
4754,68545323,Salary,,nan,Irregularity,Changed to nan
4769,71857413,Salary,,nan,Irregularity,Changed to nan
4770,72460365,Salary,,nan,Irregularity,Changed to nan
4789,69687305,Salary,,nan,Irregularity,Changed to nan
4822,72480524,Salary,32500/year,32500,Irregularity,Changed to 32500
4864,68807182,Salary,,nan,Irregularity,Changed to nan
4876,72479340,Salary,,nan,Irregularity,Changed to nan
4893,71685780,Salary,,nan,Irregularity,Changed to nan
4917,69687076,Salary,,nan,Irregularity,Changed to nan
4922,71444313,Salary,33750 -  34250,34250,Irregularity,Changed to 34250
4959,68347026,Salary,,nan,Irregularity,Changed to nan
4961,68193084,Salary,40k,40000,Irregularity,Changed to 40000
4970,71444988,Salary,,nan,Irregularity,Changed to nan
4988,68180772,Salary,39750 ~  40250,40250,Irregularity,Changed to 40250
5006,69249740,Salary,,nan,Irregularity,Changed to nan
5013,68346412,Salary,,nan,Irregularity,Changed to nan
5044,70676615,Salary,45k,45000,Irregularity,Changed to 45000
5051,68180161,Salary,,nan,Irregularity,Changed to nan
5053,71685686,Salary,39750 -  40250,40250,Irregularity,Changed to 40250
5080,69250939,Salary,,nan,Irregularity,Changed to nan
5088,71856493,Salary,34750  -  35250,35250,Irregularity,Changed to 35250
5089,68179972,Salary,,nan,Irregularity,Changed to nan
5092,71444199,Salary,45000 per Annum,45000,Irregularity,Changed to 45000
5096,71856595,Salary,38250 to 38750,38750,Irregularity,Changed to 38750
5126,71199004,Salary,,nan,Irregularity,Changed to nan
5134,69669609,Salary,,nan,Irregularity,Changed to nan
5135,69850059,Salary,27750 to 28250,28250,Irregularity,Changed to 28250
5141,71199442,Salary,32500/year,32500,Irregularity,Changed to 32500
5151,68806651,Salary,,nan,Irregularity,Changed to nan
5153,68545304,Salary,,nan,Irregularity,Changed to nan
5186,69250925,Salary,,nan,Irregularity,Changed to nan
5187,71199224,Salary,,nan,Irregularity,Changed to nan
5202,71199499,Salary,,nan,Irregularity,Changed to nan
5220,72484784,Salary,,nan,Irregularity,Changed to nan
5230,72690539,Salary,,nan,Irregularity,Changed to nan
5251,71226611,Salary,,nan,Irregularity,Changed to nan
5259,68346861,Salary,,nan,Irregularity,Changed to nan
5281,68346745,Salary,,nan,Irregularity,Changed to nan
5285,70519947,Salary,39750 to 40250,40250,Irregularity,Changed to 40250
5289,68806742,Salary,,nan,Irregularity,Changed to nan
5291,71856107,Salary,,nan,Irregularity,Changed to nan
5307,69250351,Salary,,nan,Irregularity,Changed to nan
5317,72679483,Salary,,nan,Irregularity,Changed to nan
5320,68180031,Salary,,nan,Irregularity,Changed to nan
5324,68347463,Salary,,nan,Irregularity,Changed to nan
5334,72690272,Salary,,nan,Irregularity,Changed to nan
5339,68346995,Salary,,nan,Irregularity,Changed to nan
5344,71444085,Salary,,nan,Irregularity,Changed to nan
5367,69687041,Salary,,nan,Irregularity,Changed to nan
5379,72481084,Salary,,nan,Irregularity,Changed to nan
5381,72688807,Salary,,nan,Irregularity,Changed to nan
5390,68346308,Salary,,nan,Irregularity,Changed to nan
5418,68182091,Salary,,nan,Irregularity,Changed to nan
5426,71444305,Salary,,nan,Irregularity,Changed to nan
5429,70676752,Salary,,nan,Irregularity,Changed to nan
5435,71857172,Salary,,nan,Irregularity,Changed to nan
5440,71685809,Salary,34750 -  35250,35250,Irregularity,Changed to 35250
5445,69249963,Salary,47500 per Annum,47500,Irregularity,Changed to 47500
5487,71469886,Salary,,nan,Irregularity,Changed to nan
5506,66908024,Salary,,nan,Irregularity,Changed to nan
5534,68347074,Salary,37k,37000,Irregularity,Changed to 37000
5550,70676381,Salary,,nan,Irregularity,Changed to nan
5557,71857151,Salary,,nan,Irregularity,Changed to nan
5562,72479971,Salary,,nan,Irregularity,Changed to nan
5580,68347458,Salary,,nan,Irregularity,Changed to nan
5584,71199680,Salary,,nan,Irregularity,Changed to nan
5591,72481009,Salary,26130/year,26130,Irregularity,Changed to 26130
5593,72679922,Salary,,nan,Irregularity,Changed to nan
5599,68181929,Salary,,nan,Irregularity,Changed to nan
5638,68545460,Salary,,nan,Irregularity,Changed to nan
5649,71685866,Salary,29750  -  30250,30250,Irregularity,Changed to 30250
5662,71857352,Salary,,nan,Irregularity,Changed to nan
5677,69686858,Salary,,nan,Irregularity,Changed to nan
5714,72460051,Salary,,nan,Irregularity,Changed to nan
5724,69688355,Salary,,nan,Irregularity,Changed to nan
5755,71857277,Salary,,nan,Irregularity,Changed to nan
5783,71444380,Salary,,nan,Irregularity,Changed to nan
5789,72688830,Salary,,nan,Irregularity,Changed to nan
5813,72688725,Salary,,nan,Irregularity,Changed to nan
5848,71198944,Salary,41250 to 41750,41750,Irregularity,Changed to 41750
5869,72691154,Salary,,nan,Irregularity,Changed to nan
5879,71856320,Salary,,nan,Irregularity,Changed to nan
5898,68806683,Salary,,nan,Irregularity,Changed to nan
5948,72690694,Salary,,nan,Irregularity,Changed to nan
5965,69250938,Salary,,nan,Irregularity,Changed to nan
6013,68806140,Salary,,nan,Irregularity,Changed to nan
6015,70676429,Salary,,nan,Irregularity,Changed to nan
6018,68346905,Salary,,nan,Irregularity,Changed to nan
6041,68182220,Salary,,nan,Irregularity,Changed to nan
6066,69250887,Salary,,nan,Irregularity,Changed to nan
6083,69249743,Salary,,nan,Irregularity,Changed to nan
6125,71444704,Salary,,nan,Irregularity,Changed to nan
6146,72679529,Salary,,nan,Irregularity,Changed to nan
6149,72481041,Salary,,nan,Irregularity,Changed to nan
6153,70079357,Salary,35000 per Annum,35000,Irregularity,Changed to 35000
6171,68182200,Salary,,nan,Irregularity,Changed to nan
6175,68346791,Salary,,nan,Irregularity,Changed to nan
6202,68544849,Salary,,nan,Irregularity,Changed to nan
6203,71686015,Salary,,nan,Irregularity,Changed to nan
6226,69669690,Salary,,nan,Irregularity,Changed to nan
6239,71685116,Salary,,nan,Irregularity,Changed to nan
6249,71444254,Salary,,nan,Irregularity,Changed to nan
6257,68806504,Salary,,nan,Irregularity,Changed to nan
6265,68806708,Salary,,nan,Irregularity,Changed to nan
6296,72690834,Salary,,nan,Irregularity,Changed to nan
6309,72480750,Salary,,nan,Irregularity,Changed to nan
6339,72481756,Salary,,nan,Irregularity,Changed to nan
6341,71198710,Salary,,nan,Irregularity,Changed to nan
6345,67947825,Salary,,nan,Irregularity,Changed to nan
6346,68806293,Salary,44750 -  45250,45250,Irregularity,Changed to 45250
6362,69669603,Salary,,nan,Irregularity,Changed to nan
6377,72689483,Salary,,nan,Irregularity,Changed to nan
6383,68181922,Salary,,nan,Irregularity,Changed to nan
6457,71856745,Salary,,nan,Irregularity,Changed to nan
6461,68346948,Salary,,nan,Irregularity,Changed to nan
6495,72248441,Salary,47500/year,47500,Irregularity,Changed to 47500
6496,68806373,Salary,35000/year,35000,Irregularity,Changed to 35000
6503,72679825,Salary,,nan,Irregularity,Changed to nan
6523,71444188,Salary,,nan,Irregularity,Changed to nan
6587,72691313,Salary,,nan,Irregularity,Changed to nan
6616,68347148,Salary,,nan,Irregularity,Changed to nan
6629,69250767,Salary,26750 to 27250,27250,Irregularity,Changed to 27250
6688,67947810,Salary,,nan,Irregularity,Changed to nan
6700,72480680,Salary,,nan,Irregularity,Changed to nan
6701,68806397,Salary,,nan,Irregularity,Changed to nan
6708,68544992,Salary,,nan,Irregularity,Changed to nan
6740,72479660,Salary,,nan,Irregularity,Changed to nan
6741,68806616,Salary,,nan,Irregularity,Changed to nan
6745,72248412,Salary,,nan,Irregularity,Changed to nan
6759,71444716,Salary,35k,35000,Irregularity,Changed to 35000
6792,71685830,Salary,,nan,Irregularity,Changed to nan
6850,68346934,Salary,,nan,Irregularity,Changed to nan
6887,68181006,Salary,,nan,Irregularity,Changed to nan
6905,71893364,Salary,,nan,Irregularity,Changed to nan
6933,70078060,Salary,,nan,Irregularity,Changed to nan
6940,72678805,Salary,37000 per Annum,37000,Irregularity,Changed to 37000
6953,68181351,Salary,,nan,Irregularity,Changed to nan
6968,72679935,Salary,,nan,Irregularity,Changed to nan
7005,72479500,Salary,,nan,Irregularity,Changed to nan
7038,71444065,Salary,,nan,Irregularity,Changed to nan
7046,68193403,Salary,29850 to 30350,30350,Irregularity,Changed to 30350
7052,71444691,Salary,30000 per Annum,30000,Irregularity,Changed to 30000
7053,67948826,Salary,,nan,Irregularity,Changed to nan
7079,67960904,Salary,,nan,Irregularity,Changed to nan
7097,69250525,Salary,,nan,Irregularity,Changed to nan
7100,70676870,Salary,,nan,Irregularity,Changed to nan
7103,70689145,Salary,,nan,Irregularity,Changed to nan
7113,69250634,Salary,,nan,Irregularity,Changed to nan
7114,71856074,Salary,,nan,Irregularity,Changed to nan
7128,69669540,Salary,,nan,Irregularity,Changed to nan
7136,71856251,Salary,,nan,Irregularity,Changed to nan
7186,68347524,Salary,,nan,Irregularity,Changed to nan
7282,68806936,Salary,,nan,Irregularity,Changed to nan
7304,68182060,Salary,,nan,Irregularity,Changed to nan
7314,72679431,Salary,,nan,Irregularity,Changed to nan
7319,68346752,Salary,,nan,Irregularity,Changed to nan
7345,68181078,Salary,,nan,Irregularity,Changed to nan
7366,70677145,Salary,,nan,Irregularity,Changed to nan
7382,70676376,Salary,,nan,Irregularity,Changed to nan
7387,71199185,Salary,,nan,Irregularity,Changed to nan
7393,67948806,Salary,30k,30000,Irregularity,Changed to 30000
7409,69670792,Salary,,nan,Irregularity,Changed to nan
7415,72679420,Salary,,nan,Irregularity,Changed to nan
7434,68346694,Salary,,nan,Irregularity,Changed to nan
7438,71199178,Salary,,nan,Irregularity,Changed to nan
7470,67947053,Salary,,nan,Irregularity,Changed to nan
7485,71685828,Salary,,nan,Irregularity,Changed to nan
7496,72480729,Salary,,nan,Irregularity,Changed to nan
7516,68346908,Salary,,nan,Irregularity,Changed to nan
7524,68544960,Salary,,nan,Irregularity,Changed to nan
7534,70676614,Salary,,nan,Irregularity,Changed to nan
7547,70677227,Salary,,nan,Irregularity,Changed to nan
7624,68347715,Salary,,nan,Irregularity,Changed to nan
7670,70677128,Salary,35750 ~  36250,36250,Irregularity,Changed to 36250
7689,71856713,Salary,,nan,Irregularity,Changed to nan
7696,68193484,Salary,25000/year,25000,Irregularity,Changed to 25000
7702,72460301,Salary,,nan,Irregularity,Changed to nan
7714,68545114,Salary,,nan,Irregularity,Changed to nan
7721,68347400,Salary,,nan,Irregularity,Changed to nan
7741,71197992,Salary,,nan,Irregularity,Changed to nan
7766,72460018,Salary,,nan,Irregularity,Changed to nan
7817,71685101,Salary,,nan,Irregularity,Changed to nan
7823,68180786,Salary,,nan,Irregularity,Changed to nan
7877,67947299,Salary,,nan,Irregularity,Changed to nan
7902,71685292,Salary,,nan,Irregularity,Changed to nan
7907,68347179,Salary,,nan,Irregularity,Changed to nan
7916,68545130,Salary,32000/year,32000,Irregularity,Changed to 32000
